75.66.18.104 - - [09/Jul/2007:01:23:01 +0000] "GET /resource.php?res_id=89 HTTP/1.1" 200 4281 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:02 +0000] "GET /include/standard.css HTTP/1.1" 200 557 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:02 +0000] "GET /images/resourcecell.gif HTTP/1.1" 200 335 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:02 +0000] "GET /images/banner.gif HTTP/1.1" 200 10302 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:02 +0000] "GET /images/homeimg.gif HTTP/1.1" 200 625 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:02 +0000] "GET /images/resourcesimg.gif HTTP/1.1" 200 589 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:02 +0000] "GET /images/locationsimg.gif HTTP/1.1" 200 761 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:03 +0000] "GET /images/contactusimg.gif HTTP/1.1" 200 790 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:03 +0000] "GET /images/legalimg.gif HTTP/1.1" 200 617 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
75.66.18.104 - - [09/Jul/2007:01:23:03 +0000] "GET /images/linksimg.gif HTTP/1.1" 200 603 "http://www.dummydomain.co.uk/resource.php?res_id=89" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
74.6.18.136 - - [09/Jul/2007:01:24:07 +0000] "GET /resource.php?res_id=191 HTTP/1.0" 200 3846 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.68.122 - - [09/Jul/2007:01:24:13 +0000] "GET /loc.php?l_id=536 HTTP/1.0" 200 3740 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.21.112 - - [09/Jul/2007:01:24:18 +0000] "GET /loc.php?l_id=292 HTTP/1.0" 200 3732 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.21.23 - - [09/Jul/2007:01:24:47 +0000] "GET /loc.php?l_id=778 HTTP/1.0" 200 3721 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.68.106 - - [09/Jul/2007:01:26:20 +0000] "GET /resource.php?res_id=69 HTTP/1.0" 200 4073 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.71.70 - - [09/Jul/2007:01:29:12 +0000] "GET /resource.php?res_id=219 HTTP/1.0" 200 3874 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.18.137 - - [09/Jul/2007:01:29:59 +0000] "GET /resource.php?res_id=175 HTTP/1.0" 200 3900 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.70.221 - - [09/Jul/2007:01:32:47 +0000] "GET /resource.php?res_id=186 HTTP/1.0" 200 4273 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.28.104 - - [09/Jul/2007:01:35:08 +0000] "GET /loc.php?l_id=406 HTTP/1.0" 200 3704 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.73.221 - - [09/Jul/2007:01:36:09 +0000] "GET /lsearch.php?county_id=38 HTTP/1.0" 200 7940 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.17.46 - - [09/Jul/2007:01:37:20 +0000] "GET /loc.php?l_id=695 HTTP/1.0" 200 3712 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.69.37 - - [09/Jul/2007:01:38:07 +0000] "GET /loc.php?l_id=629 HTTP/1.0" 200 3694 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.21.101 - - [09/Jul/2007:01:39:14 +0000] "GET /loc.php?l_id=788 HTTP/1.0" 200 3707 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.69.199 - - [09/Jul/2007:01:40:08 +0000] "GET /loc.php?l_id=681 HTTP/1.0" 200 3810 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.18.216 - - [09/Jul/2007:01:41:54 +0000] "GET /loc.php?l_id=258 HTTP/1.0" 200 3723 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.68.156 - - [09/Jul/2007:01:45:58 +0000] "GET /resource.php?res_id=370 HTTP/1.0" 200 3850 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.18.222 - - [09/Jul/2007:01:46:24 +0000] "GET /resource.php?res_id=311 HTTP/1.0" 200 3844 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.74.232 - - [09/Jul/2007:01:52:02 +0000] "GET /loc.php?l_id=175 HTTP/1.0" 200 3703 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
74.6.74.189 - - [09/Jul/2007:01:52:33 +0000] "GET /resource.php?res_id=372 HTTP/1.0" 200 3805 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
